gene,D23118_B,D23118_Club,D23118_Endothelial,D23118_Fibroblast,D23118_Macrophage,D23118_Mast,D23118_Neutrophil,D23118_Plasma,D23118_T,D23118_T2P,D23118_pDC,D24118_B,D24118_Club,D24118_Endothelial,D24118_Fibroblast,D24118_Macrophage,D24118_Mast,D24118_Neutrophil,D24118_Plasma,D24118_T,D24118_T2P,D24118_pDC
ACOX2,0.0,0.0,2.0,2.0,77.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,1.0,2.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0
ACOX3,0.0,0.0,0.0,0.0,36.0,1.0,1.0,0.0,9.0,2.0,0.0,0.0,0.0,3.0,0.0,11.0,0.0,0.0,0.0,6.0,2.0,0.0
ACP1,1.0,2.0,6.0,7.0,450.0,40.0,2.0,2.0,106.0,25.0,4.0,15.0,5.0,6.0,6.0,224.0,25.0,2.0,7.0,186.0,24.0,3.0
ACP2,4.0,2.0,13.0,9.0,1879.0,33.0,4.0,0.0,39.0,38.0,8.0,3.0,4.0,22.0,10.0,1021.0,20.0,2.0,2.0,45.0,24.0,2.0
ACP5,37.0,0.0,14.0,19.0,2123.0,306.0,18.0,1.0,61.0,33.0,9.0,46.0,4.0,8.0,0.0,1544.0,96.0,1.0,2.0,27.0,20.0,2.0
ACP6,2.0,0.0,4.0,11.0,409.0,33.0,15.0,3.0,90.0,30.0,4.0,7.0,12.0,8.0,3.0,202.0,19.0,1.0,2.0,119.0,9.0,4.0
ACP7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACPP,0.0,1.0,0.0,0.0,124.0,4.0,6.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,68.0,0.0,2.0,0.0,1.0,2.0,0.0
ACPT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ACRBP,0.0,0.0,1.0,1.0,256.0,13.0,1.0,0.0,0.0,5.0,3.0,0.0,0.0,2.0,0.0,113.0,3.0,0.0,0.0,2.0,1.0,0.0
ACRC,0.0,0.0,0.0,0.0,17.0,5.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,0.0,18.0,0.0,1.0
ACSBG1,0.0,0.0,6.0,6.0,19.0,303.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,13.0,0.0,0.0,112.0,0.0,0.0,1.0,1.0,1.0
ACSBG2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSF2,3.0,12.0,6.0,12.0,909.0,34.0,2.0,0.0,65.0,56.0,4.0,3.0,17.0,7.0,4.0,382.0,7.0,0.0,2.0,41.0,40.0,4.0
ACSF3,3.0,0.0,1.0,1.0,302.0,13.0,2.0,0.0,37.0,7.0,2.0,5.0,5.0,1.0,1.0,112.0,2.0,0.0,2.0,24.0,4.0,3.0
ACSL1,6.0,0.0,2.0,19.0,3243.0,57.0,216.0,1.0,109.0,63.0,7.0,5.0,28.0,57.0,2.0,1886.0,17.0,59.0,14.0,99.0,46.0,5.0
ACSL3,2.0,7.0,11.0,29.0,1324.0,67.0,9.0,1.0,118.0,155.0,5.0,20.0,30.0,28.0,16.0,547.0,26.0,0.0,1.0,110.0,62.0,2.0
ACSL4,11.0,3.0,55.0,55.0,4046.0,1227.0,132.0,3.0,299.0,739.0,12.0,15.0,71.0,85.0,26.0,2053.0,528.0,24.0,5.0,353.0,366.0,15.0
ACSL6,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,4.0,0.0,0.0,2.0,1.0,0.0
ACSM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ACSM3,0.0,0.0,0.0,0.0,65.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,3.0,1.0,41.0,1.0,0.0,1.0,1.0,1.0,0.0
ACSM5,0.0,0.0,2.0,0.0,6.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSS1,10.0,0.0,20.0,16.0,1542.0,103.0,7.0,1.0,140.0,28.0,8.0,8.0,17.0,2.0,8.0,410.0,23.0,0.0,5.0,119.0,29.0,1.0
ACSS2,0.0,1.0,4.0,3.0,392.0,10.0,13.0,0.0,11.0,31.0,2.0,1.0,17.0,2.0,1.0,199.0,6.0,6.0,2.0,4.0,17.0,4.0
ACSS3,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0
ACTA1,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0
ACTA2,0.0,0.0,0.0,67.0,20.0,1.0,2.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,52.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0
ACTB,70.0,12.0,112.0,124.0,13883.0,662.0,169.0,5.0,2053.0,436.0,99.0,139.0,179.0,170.0,72.0,7049.0,254.0,55.0,22.0,2669.0,278.0,63.0
ACTC1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1,97.0,51.0,404.0,420.0,24819.0,1565.0,362.0,22.0,6473.0,2111.0,200.0,187.0,552.0,500.0,292.0,12755.0,574.0,96.0,55.0,7870.0,967.0,151.0
ACTG2,0.0,0.0,0.0,5.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
ACTL10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTL6A,2.0,6.0,9.0,6.0,383.0,32.0,3.0,0.0,75.0,36.0,1.0,7.0,7.0,8.0,2.0,183.0,11.0,0.0,4.0,91.0,13.0,1.0
ACTL7A,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTL7B,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
ACTN1,3.0,1.0,49.0,69.0,3528.0,32.0,39.0,1.0,123.0,86.0,4.0,6.0,16.0,88.0,12.0,1562.0,10.0,3.0,0.0,89.0,42.0,0.0
ACTN2,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0
ACTN3,1.0,0.0,0.0,1.0,8.0,1.0,1.0,0.0,25.0,0.0,0.0,4.0,1.0,0.0,33.0,5.0,0.0,0.0,0.0,23.0,0.0,0.0
ACTN4,9.0,4.0,27.0,21.0,568.0,87.0,11.0,1.0,236.0,86.0,13.0,13.0,20.0,30.0,11.0,410.0,27.0,2.0,6.0,313.0,42.0,9.0
ACTR10,6.0,1.0,13.0,22.0,995.0,63.0,17.0,0.0,109.0,53.0,4.0,12.0,14.0,16.0,18.0,538.0,23.0,6.0,6.0,153.0,23.0,4.0
ACTR1A,12.0,3.0,35.0,42.0,2399.0,166.0,19.0,3.0,304.0,89.0,9.0,26.0,12.0,35.0,19.0,1152.0,53.0,5.0,8.0,330.0,37.0,8.0
ACTR1B,11.0,3.0,13.0,18.0,1353.0,84.0,6.0,3.0,176.0,73.0,8.0,14.0,27.0,29.0,13.0,637.0,30.0,2.0,3.0,183.0,44.0,2.0
ACTR2,111.0,12.0,123.0,135.0,15983.0,1004.0,423.0,16.0,2693.0,300.0,159.0,239.0,169.0,195.0,53.0,7977.0,351.0,107.0,37.0,3138.0,280.0,108.0
ACTR3,44.0,13.0,91.0,120.0,12754.0,390.0,341.0,5.0,1553.0,328.0,64.0,92.0,125.0,125.0,26.0,6268.0,166.0,55.0,27.0,1733.0,191.0,55.0
ACTR3B,2.0,1.0,1.0,3.0,78.0,5.0,0.0,0.0,9.0,4.0,0.0,2.0,1.0,2.0,3.0,46.0,0.0,0.0,0.0,11.0,2.0,0.0
ACTR5,1.0,0.0,2.0,1.0,100.0,3.0,0.0,0.0,35.0,5.0,0.0,2.0,2.0,2.0,1.0,30.0,0.0,0.0,0.0,41.0,4.0,0.0
ACTR6,1.0,3.0,1.0,4.0,189.0,13.0,1.0,0.0,30.0,9.0,2.0,5.0,3.0,4.0,3.0,104.0,6.0,2.0,0.0,41.0,14.0,4.0
ACTR8,1.0,0.0,5.0,7.0,214.0,27.0,2.0,0.0,61.0,14.0,5.0,7.0,5.0,9.0,9.0,120.0,2.0,1.0,5.0,52.0,8.0,3.0
ACTRT3,0.0,0.0,0.0,1.0,41.0,3.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,2.0,0.0,22.0,0.0,0.0,0.0,18.0,3.0,0.0
ACVR1,1.0,2.0,6.0,8.0,220.0,32.0,0.0,3.0,28.0,23.0,1.0,0.0,5.0,6.0,9.0,145.0,12.0,0.0,3.0,43.0,15.0,1.0
ACVR1B,0.0,2.0,11.0,17.0,316.0,62.0,2.0,0.0,2.0,17.0,1.0,2.0,9.0,10.0,6.0,135.0,14.0,0.0,0.0,11.0,17.0,0.0
ACVR1C,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0
ACVR2A,0.0,1.0,4.0,14.0,64.0,2.0,0.0,0.0,7.0,11.0,2.0,0.0,5.0,3.0,16.0,30.0,4.0,0.0,1.0,8.0,7.0,0.0
ACVR2B,0.0,0.0,1.0,0.0,47.0,0.0,0.0,0.0,11.0,12.0,0.0,0.0,1.0,2.0,2.0,23.0,1.0,0.0,0.0,8.0,4.0,0.0
ACVRL1,0.0,0.0,233.0,19.0,1495.0,55.0,2.0,0.0,11.0,10.0,0.0,1.0,4.0,161.0,44.0,517.0,5.0,1.0,0.0,12.0,6.0,0.0
ACY3,0.0,0.0,0.0,0.0,55.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
ACYP1,0.0,3.0,0.0,1.0,118.0,33.0,0.0,1.0,32.0,16.0,1.0,0.0,2.0,0.0,0.0,21.0,7.0,0.0,0.0,11.0,4.0,0.0
ACYP2,0.0,0.0,1.0,0.0,242.0,10.0,0.0,0.0,8.0,10.0,3.0,3.0,3.0,2.0,3.0,140.0,2.0,0.0,0.0,12.0,5.0,4.0
ADA,9.0,1.0,17.0,18.0,2825.0,69.0,14.0,9.0,612.0,38.0,21.0,28.0,17.0,39.0,1.0,1320.0,11.0,2.0,19.0,683.0,46.0,21.0
ADAL,1.0,0.0,3.0,1.0,133.0,8.0,0.0,0.0,22.0,8.0,1.0,2.0,1.0,5.0,0.0,74.0,3.0,0.0,0.0,47.0,3.0,1.0
ADAM10,8.0,1.0,47.0,35.0,1824.0,129.0,26.0,4.0,364.0,79.0,10.0,37.0,27.0,56.0,14.0,878.0,41.0,5.0,8.0,381.0,53.0,10.0
ADAM11,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0
ADAM12,0.0,0.0,6.0,32.0,30.0,10.0,0.0,0.0,140.0,3.0,0.0,0.0,3.0,1.0,33.0,22.0,2.0,0.0,0.0,212.0,5.0,1.0
ADAM15,3.0,0.0,15.0,11.0,508.0,15.0,2.0,0.0,23.0,34.0,0.0,1.0,6.0,28.0,3.0,282.0,4.0,1.0,2.0,40.0,19.0,1.0
ADAM17,4.0,2.0,8.0,12.0,1238.0,22.0,18.0,0.0,59.0,24.0,4.0,9.0,7.0,15.0,8.0,724.0,14.0,7.0,7.0,107.0,18.0,0.0
ADAM19,8.0,0.0,6.0,15.0,358.0,7.0,6.0,6.0,445.0,15.0,28.0,16.0,17.0,9.0,2.0,280.0,5.0,1.0,15.0,581.0,13.0,37.0
ADAM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM21,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
ADAM22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,14.0
ADAM23,1.0,0.0,0.0,3.0,25.0,3.0,0.0,0.0,143.0,1.0,0.0,0.0,3.0,0.0,0.0,24.0,0.0,0.0,2.0,209.0,2.0,0.0
ADAM28,0.0,0.0,0.0,2.0,1115.0,11.0,6.0,0.0,8.0,10.0,0.0,0.0,7.0,5.0,1.0,359.0,0.0,0.0,0.0,4.0,9.0,0.0
ADAM30,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM32,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM8,6.0,0.0,3.0,3.0,706.0,23.0,68.0,0.0,100.0,5.0,7.0,8.0,5.0,1.0,1.0,241.0,1.0,20.0,0.0,105.0,9.0,5.0
ADAM9,2.0,3.0,7.0,29.0,2299.0,43.0,17.0,1.0,16.0,69.0,3.0,7.0,16.0,36.0,50.0,1486.0,14.0,6.0,5.0,40.0,43.0,1.0
ADAMDEC1,4.0,6.0,65.0,95.0,30391.0,266.0,55.0,0.0,113.0,191.0,4.0,8.0,91.0,175.0,13.0,14450.0,20.0,5.0,3.0,124.0,141.0,5.0
ADAMTS1,2.0,0.0,23.0,218.0,16.0,12.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,60.0,121.0,5.0,4.0,0.0,1.0,0.0,2.0,0.0
ADAMTS10,0.0,1.0,2.0,5.0,6.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,1.0,2.0,5.0,4.0,0.0,0.0,0.0,13.0,0.0,0.0
ADAMTS12,0.0,0.0,2.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ADAMTS13,1.0,0.0,1.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0
ADAMTS14,0.0,0.0,0.0,3.0,36.0,5.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,16.0,1.0,0.0,0.0,6.0,1.0,0.0
ADAMTS15,0.0,0.0,1.0,17.0,28.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,32.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS16,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0
ADAMTS19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS2,0.0,0.0,0.0,19.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,54.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ADAMTS20,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS3,0.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0
ADAMTS4,0.0,0.0,2.0,14.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
ADAMTS5,0.0,0.0,6.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,149.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ADAMTS6,0.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0
ADAMTS7,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
ADAMTS8,0.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS9,1.0,0.0,16.0,55.0,3.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,19.0,10.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0
ADAMTSL1,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ADAMTSL2,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ADAMTSL3,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTSL4,0.0,0.0,2.0,5.0,871.0,18.0,0.0,0.0,9.0,7.0,0.0,0.0,3.0,3.0,13.0,410.0,0.0,1.0,0.0,18.0,10.0,3.0
ADAMTSL5,2.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,4.0,5.0,35.0,0.0,0.0,0.0,13.0,1.0,0.0
ADAP1,4.0,0.0,2.0,5.0,1083.0,14.0,5.0,0.0,47.0,9.0,1.0,6.0,7.0,18.0,1.0,565.0,2.0,2.0,0.0,73.0,14.0,1.0
ADAP2,0.0,2.0,14.0,13.0,3401.0,18.0,9.0,0.0,23.0,20.0,5.0,1.0,11.0,20.0,3.0,1380.0,4.0,1.0,0.0,11.0,16.0,1.0
ADAR,52.0,8.0,97.0,89.0,5948.0,354.0,420.0,10.0,1506.0,246.0,66.0,109.0,68.0,106.0,36.0,2252.0,130.0,61.0,20.0,1435.0,153.0,43.0
ADARB1,0.0,0.0,2.0,2.0,161.0,17.0,1.0,0.0,9.0,1.0,1.0,3.0,1.0,1.0,5.0,77.0,3.0,1.0,0.0,5.0,1.0,0.0
ADAT1,0.0,2.0,1.0,0.0,30.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,3.0,0.0,0.0
ADAT2,0.0,0.0,0.0,3.0,51.0,3.0,0.0,1.0,11.0,4.0,0.0,0.0,1.0,2.0,0.0,28.0,0.0,0.0,0.0,7.0,0.0,0.0
ADAT3,2.0,0.0,0.0,1.0,39.0,2.0,1.0,0.0,19.0,2.0,1.0,4.0,2.0,0.0,1.0,15.0,0.0,0.0,0.0,16.0,1.0,1.0
ADCK1,0.0,0.0,1.0,1.0,234.0,9.0,1.0,1.0,15.0,7.0,0.0,0.0,0.0,2.0,0.0,90.0,1.0,0.0,0.0,22.0,3.0,4.0
ADCK2,0.0,0.0,7.0,4.0,516.0,37.0,2.0,0.0,42.0,12.0,1.0,5.0,9.0,5.0,3.0,207.0,32.0,0.0,0.0,68.0,12.0,2.0
ADCK3,0.0,3.0,4.0,3.0,402.0,11.0,2.0,0.0,50.0,16.0,2.0,8.0,6.0,7.0,7.0,175.0,6.0,0.0,2.0,63.0,19.0,0.0
ADCK4,0.0,0.0,2.0,5.0,84.0,9.0,1.0,0.0,22.0,10.0,1.0,1.0,1.0,2.0,2.0,46.0,5.0,1.0,2.0,22.0,8.0,0.0
ADCK5,0.0,0.0,3.0,5.0,188.0,9.0,3.0,0.0,40.0,15.0,2.0,5.0,5.0,3.0,3.0,72.0,1.0,0.0,1.0,24.0,2.0,3.0
ADCY10,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
ADCY2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADCY3,0.0,1.0,2.0,13.0,41.0,105.0,0.0,0.0,37.0,19.0,4.0,0.0,0.0,5.0,16.0,16.0,34.0,0.0,2.0,28.0,11.0,2.0
ADCY4,0.0,0.0,12.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0
ADCY5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADCY6,1.0,2.0,0.0,10.0,10.0,18.0,0.0,0.0,0.0,37.0,0.0,0.0,3.0,3.0,5.0,1.0,4.0,0.0,0.0,0.0,16.0,0.0
ADCY7,6.0,0.0,14.0,15.0,2686.0,133.0,27.0,2.0,334.0,33.0,33.0,7.0,9.0,26.0,7.0,1169.0,34.0,2.0,3.0,269.0,32.0,16.0
ADCY9,0.0,0.0,1.0,3.0,25.0,7.0,0.0,0.0,19.0,4.0,1.0,0.0,2.0,1.0,0.0,15.0,3.0,0.0,0.0,27.0,1.0,0.0
ADCYAP1,0.0,0.0,5.0,8.0,18.0,334.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.0,0.0,2.0,356.0,0.0,0.0,3.0,0.0,0.0
ADCYAP1R1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ADD1,17.0,7.0,42.0,44.0,2165.0,156.0,40.0,1.0,503.0,106.0,17.0,46.0,13.0,47.0,46.0,934.0,42.0,4.0,10.0,436.0,45.0,13.0
ADD2,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ADD3,38.0,10.0,31.0,41.0,972.0,27.0,33.0,3.0,460.0,54.0,20.0,42.0,80.0,31.0,87.0,559.0,23.0,28.0,8.0,690.0,47.0,14.0
ADGB,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRA2,0.0,0.0,28.0,65.0,44.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,43.0,57.0,42.0,0.0,0.0,0.0,4.0,0.0,0.0
ADGRA3,0.0,2.0,1.0,6.0,1.0,0.0,0.0,0.0,1.0,22.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0
ADGRB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
ADGRB2,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0
ADGRB3,0.0,0.0,4.0,2.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,12.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRD1,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ADGRD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRE1,0.0,0.0,2.0,0.0,271.0,2.0,7.0,0.0,25.0,1.0,1.0,0.0,5.0,5.0,0.0,182.0,1.0,4.0,0.0,23.0,4.0,0.0
ADGRE2,0.0,0.0,0.0,2.0,591.0,15.0,2.0,0.0,2.0,5.0,1.0,1.0,2.0,3.0,0.0,220.0,5.0,0.0,1.0,2.0,6.0,0.0
ADGRE3,0.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,7.0,1.0,0.0
ADGRE5,31.0,8.0,45.0,72.0,5799.0,324.0,274.0,6.0,1215.0,79.0,32.0,41.0,59.0,71.0,11.0,2758.0,128.0,78.0,52.0,1295.0,80.0,35.0
ADGRF1,0.0,28.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ADGRF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRF3,0.0,0.0,1.0,1.0,13.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0
ADGRF4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRF5,0.0,3.0,111.0,27.0,27.0,0.0,0.0,0.0,2.0,174.0,0.0,0.0,4.0,74.0,12.0,26.0,0.0,0.0,1.0,6.0,77.0,0.0
ADGRG1,0.0,1.0,6.0,0.0,26.0,3.0,1.0,0.0,55.0,21.0,1.0,0.0,1.0,7.0,2.0,3.0,1.0,0.0,0.0,29.0,4.0,1.0
ADGRG2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
